elapsed time,timestamp,topic,value
44.823163212,1772638188.035137529,/qpos.qpos[11],-0.1747262312473513
44.845106586,1772638188.057080903,/qpos.qpos[11],-0.17471205543634744
44.866763784,1772638188.078738101,/qpos.qpos[11],-0.1746996882746595
44.889330107,1772638188.101304424,/qpos.qpos[11],-0.1746913698466336
44.910385789,1772638188.122360106,/qpos.qpos[11],-0.17469319349700105
44.932737625,1772638188.144711942,/qpos.qpos[11],-0.17469734956236196
44.954791685000004,1772638188.166766002,/qpos.qpos[11],-0.17469898867776879
44.976235521,1772638188.188209838,/qpos.qpos[11],-0.17470410185380572
44.997788717,1772638188.209763034,/qpos.qpos[11],-0.17471267058831166
45.020599025,1772638188.232573342,/qpos.qpos[11],-0.17472028359667807
45.041771237,1772638188.253745554,/qpos.qpos[11],-0.17472692374727314
45.06360079,1772638188.275575107,/qpos.qpos[11],-0.17474432988251035
45.087414371,1772638188.299388688,/qpos.qpos[11],-0.174778317664237
45.110447416,1772638188.322421733,/qpos.qpos[11],-0.17478658043603781
45.132992626,1772638188.344966943,/qpos.qpos[11],-0.17451719632535156
45.155038145,1772638188.367012462,/qpos.qpos[11],-0.1733609836936405
45.176372406,1772638188.388346723,/qpos.qpos[11],-0.17185875052456737
45.198107092,1772638188.410081409,/qpos.qpos[11],-0.17080151619603848
45.220840412,1772638188.432814729,/qpos.qpos[11],-0.1698531862698177
45.24287343,1772638188.454847747,/qpos.qpos[11],-0.16869192416043188
45.264759497,1772638188.476733814,/qpos.qpos[11],-0.1680691056784801
45.287355307,1772638188.499329624,/qpos.qpos[11],-0.167915152590245
45.308778574,1772638188.520752891,/qpos.qpos[11],-0.16758107935321737
45.330482098,1772638188.542456415,/qpos.qpos[11],-0.16720827565816346
45.351556715,1772638188.563531032,/qpos.qpos[11],-0.1669334487923937
45.373962666,1772638188.585936983,/qpos.qpos[11],-0.16668363265237138
45.395054327,1772638188.607028644,/qpos.qpos[11],-0.16622546998135235
45.416884732,1772638188.628859049,/qpos.qpos[11],-0.16580017098862682
45.439189619,1772638188.651163936,/qpos.qpos[11],-0.1654689516529926
45.460157274,1772638188.672131591,/qpos.qpos[11],-0.16521609074759117
45.482203808,1772638188.694178125,/qpos.qpos[11],-0.16487337743399502
45.504070636,1772638188.716044953,/qpos.qpos[11],-0.16456147461819282
45.52687502,1772638188.738849337,/qpos.qpos[11],-0.1643506946366081
45.548813048,1772638188.760787365,/qpos.qpos[11],-0.1642859703720921
45.571029795,1772638188.783004112,/qpos.qpos[11],-0.16425843013409752
45.592386369,1772638188.804360686,/qpos.qpos[11],-0.164224548704085
45.614130766,1772638188.826105083,/qpos.qpos[11],-0.16418600320150295
45.636396736,1772638188.848371053,/qpos.qpos[11],-0.16405032320375496
45.65756957,1772638188.869543887,/qpos.qpos[11],-0.16395734761787367
45.679794046,1772638188.891768363,/qpos.qpos[11],-0.16394942082348496
45.701078149,1772638188.913052466,/qpos.qpos[11],-0.16398580155210346
45.723952283,1772638188.935926600,/qpos.qpos[11],-0.16405924047095766
45.746052598,1772638188.958026915,/qpos.qpos[11],-0.16410885549891235
45.767978753,1772638188.979953070,/qpos.qpos[11],-0.16414235942658512
45.790251688,1772638189.002226005,/qpos.qpos[11],-0.16415969130181363
45.812272586,1772638189.024246903,/qpos.qpos[11],-0.16416592776937938
45.834352456,1772638189.046326773,/qpos.qpos[11],-0.16415430745829168
45.856290146,1772638189.068264463,/qpos.qpos[11],-0.16413486908399205
45.877558438,1772638189.089532755,/qpos.qpos[11],-0.16412388185590468
45.89915905,1772638189.111133367,/qpos.qpos[11],-0.16411469441293663
45.92115183,1772638189.133126147,/qpos.qpos[11],-0.16410249704449315
45.942690958,1772638189.154665275,/qpos.qpos[11],-0.164100304487601
45.964465681,1772638189.176439998,/qpos.qpos[11],-0.16410681549590836
45.986711838,1772638189.198686155,/qpos.qpos[11],-0.16411912467035522
46.008403582,1772638189.220377899,/qpos.qpos[11],-0.16413559077348014
46.029810129,1772638189.241784446,/qpos.qpos[11],-0.16415396931929493
46.05243093,1772638189.264405247,/qpos.qpos[11],-0.16417280188435737
46.074020901,1772638189.285995218,/qpos.qpos[11],-0.16419662856927655
46.096021234,1772638189.307995551,/qpos.qpos[11],-0.1642079645818949
46.118436775,1772638189.330411092,/qpos.qpos[11],-0.1642137208703388
46.142064183,1772638189.354038500,/qpos.qpos[11],-0.16421443087880142
46.164271918,1772638189.376246235,/qpos.qpos[11],-0.16420732703580102
46.186490111,1772638189.398464428,/qpos.qpos[11],-0.16419841706868082
46.207481825,1772638189.419456142,/qpos.qpos[11],-0.16419083857016598
46.229412213,1772638189.441386530,/qpos.qpos[11],-0.16418686530867932
46.251392375,1772638189.463366692,/qpos.qpos[11],-0.1641854747722148
46.273800745,1772638189.485775062,/qpos.qpos[11],-0.1641847175025584
46.295390359,1772638189.507364676,/qpos.qpos[11],-0.164183603173416
46.316962478,1772638189.528936795,/qpos.qpos[11],-0.16418213424582714
46.339704355,1772638189.551678672,/qpos.qpos[11],-0.1641805897489546
46.360591527,1772638189.572565844,/qpos.qpos[11],-0.16417875798065873
46.382386895,1772638189.594361212,/qpos.qpos[11],-0.16417770121833122
46.404030453,1772638189.616004770,/qpos.qpos[11],-0.16417605554406242
46.426038748,1772638189.638013065,/qpos.qpos[11],-0.1641742750864711
46.447045158,1772638189.659019475,/qpos.qpos[11],-0.16417197157031713
46.470187142,1772638189.682161459,/qpos.qpos[11],-0.16417007499294947
46.492548637,1772638189.704522954,/qpos.qpos[11],-0.16416848575771684
46.513854375,1772638189.725828692,/qpos.qpos[11],-0.16416721327566886
46.536280472,1772638189.748254789,/qpos.qpos[11],-0.1641659051814759
46.557757494,1772638189.769731811,/qpos.qpos[11],-0.16416390667412023
46.57926312,1772638189.791237437,/qpos.qpos[11],-0.16416139116389472
