left_ankle_dpf,left_ankle_ie,left_hip_aa,left_hip_fe,left_knee,right_ankle_dpf,right_ankle_ie,right_hip_aa,right_hip_fe,right_knee
0.1834168026738673,-0.0538736103022484,0.0538850788003355,0.163444867517726,0.3114220463634088,0.1833954904567925,-0.0538794144550795,0.0538904247681917,0.1634221502873682,0.3113776463689615
0.1835886432294466,-0.053866316019663525,0.05387953223265377,0.16398712940474763,0.3110140356579963,0.18356626173064677,-0.05386394568187318,0.05387671492950601,0.16396331040597031,0.31096746349594917
0.18376048378502585,-0.05385902173707865,0.05387398566497204,0.16452939129176924,0.3106060249525838,0.18373703300450106,-0.05384847690866685,0.05386300509082033,0.16450447052457243,0.31055728062293686
0.18393232434060514,-0.053851727454493764,0.05386843909729031,0.16507165317879088,0.3101980142471713,0.18390780427835535,-0.053833008135460526,0.053849295252134645,0.1650456306431745,0.3101470977499245
0.18410416489618442,-0.05384443317190889,0.05386289252960858,0.16561391506581252,0.30979000354175884,0.1840785755522096,-0.053817539362254196,0.05383558541344896,0.16558679076177663,0.3097369148769122
0.1842760054517637,-0.05383713888932401,0.05385734596192685,0.16615617695283416,0.3093819928363463,0.1842493468260639,-0.05380207058904787,0.05382187557476328,0.16612795088037874,0.3093267320038999
0.18444784600734296,-0.05382984460673913,0.05385179939424512,0.16669843883985577,0.30897398213093386,0.18442011809991818,-0.053786601815841543,0.053808165736077586,0.16666911099898085,0.30891654913088756
0.18461968656292224,-0.053822550324154256,0.05384625282656339,0.1672407007268774,0.30856597142552133,0.18459088937377247,-0.05377113304263522,0.0537944558973919,0.16721027111758294,0.30850636625787525
0.18479152711850153,-0.05381525604156937,0.05384070625888166,0.16778296261389905,0.3081579607201088,0.18476166064762675,-0.05375566426942889,0.05378074605870622,0.16775143123618505,0.3080961833848629
0.1849633676740808,-0.053807961758984495,0.05383515969119993,0.1683252245009207,0.30774995001469635,0.18493243192148104,-0.05374019549622257,0.053767036220020534,0.16829259135478716,0.3076860005118506
0.1851323630267948,-0.05380614002030087,0.053835122853658664,0.16872179234014315,0.3074324847573563,0.18510133162927245,-0.05372372967242361,0.05375240707751912,0.16868914908063934,0.3073684577453087
0.18530105023716087,-0.05380491097135034,0.05383568273321009,0.1691025811618076,0.30712482579091493,0.18527002864193517,-0.053707155865635334,0.05373767837219225,0.1690700460178142,0.3070609481262334
0.18546973744752696,-0.053803681922399815,0.05383624261276153,0.16948336998347208,0.3068171668244736,0.1854387256545979,-0.05369058205884705,0.053722949666865395,0.16945094295498905,0.3067534385071581
0.18563842465789304,-0.053802452873449286,0.05383680249231296,0.16986415880513653,0.3065095078580322,0.18560742266726063,-0.05367400825205878,0.05370822096153853,0.1698318398921639,0.3064459288880828
0.1858071118682591,-0.05380122382449876,0.053837362371864386,0.170244947626801,0.3062018488915909,0.18577611967992336,-0.053657434445270505,0.05369349225621167,0.17021273682933877,0.3061384192690075
0.1859757990786252,-0.053799994775548234,0.053837922251415815,0.17062573644846546,0.30589418992514955,0.18594481669258608,-0.053640860638482224,0.05367876355088481,0.17059363376651362,0.30583090964993215
0.18614448628899127,-0.05379876572659771,0.05383848213096725,0.17100652527012994,0.3055865309587082,0.18611351370524878,-0.05362428683169395,0.05366403484555794,0.17097453070368845,0.3055234000308569
0.18631317349935733,-0.05379753667764718,0.05383904201051868,0.17138731409179442,0.30527887199226683,0.1862822107179115,-0.053607713024905676,0.053649306140231084,0.1713554276408633,0.30521589041178154
0.18648186070972342,-0.05379630762869666,0.05383960189007011,0.17176810291345887,0.3049712130258255,0.18645090773057424,-0.0535911392181174,0.05363457743490422,0.17173632457803817,0.30490838079270627
0.18665260712138196,-0.05377773630574427,0.0538229003120481,0.1721377470648209,0.3046720136179584,0.18662031308610005,-0.05359221640219489,0.05363743236156368,0.17210441393977444,0.3046062242968097
0.18683736074136792,-0.053641198446104446,0.05368878193113756,0.1724315823483287,0.3044303582684311,0.18679453676904567,-0.05371336009319713,0.05375989560300299,0.1723853829320775,0.3043404810995265
0.18702211436135388,-0.05350466058646463,0.053554663550227026,0.17272541763183646,0.3041887029189038,0.1869687604519913,-0.05383450378419938,0.05388235884444229,0.17266635192438057,0.3040747379022432
0.18720686798133984,-0.053368122726824806,0.053420545169316484,0.17301925291534423,0.3039470475693765,0.1871429841349369,-0.053955647475201624,0.0540048220858816,0.17294732091668366,0.30380899470496
0.1873916216013258,-0.05323158486718499,0.05328642678840595,0.173313088198852,0.3037053922198492,0.18731720781788253,-0.05407679116620386,0.05412728532732091,0.17322828990898673,0.3035432515076767
0.18757637522131176,-0.053095047007545165,0.05315230840749541,0.1736069234823598,0.3034637368703219,0.18749143150082814,-0.05419793485720611,0.05424974856876021,0.1735092589012898,0.30327750831039346
0.18776112884129773,-0.05295850914790535,0.05301819002658487,0.17390075876586755,0.3032220815207946,0.18766565518377373,-0.054319078548208354,0.05437221181019952,0.17379022789359286,0.3030117651131102
0.1879458824612837,-0.05282197128826553,0.05288407164567433,0.17419459404937532,0.3029804261712673,0.18783987886671935,-0.0544402222392106,0.054494675051638825,0.17407119688589595,0.30274602191582695
0.18813063608126965,-0.05268543342862571,0.05274995326476379,0.17448842933288308,0.30273877082174,0.18801410254966497,-0.054561365930212845,0.054617138293078134,0.17435216587819902,0.30248027871854366
0.1883153897012556,-0.05254889556898589,0.052615834883853255,0.17478226461639085,0.3024971154722127,0.1881883262326106,-0.054682509621215084,0.054739601534517436,0.17463313487050208,0.30221453552126043
0.18849775548271208,-0.05241935948391454,0.05248855611964345,0.17502146793664633,0.3022895370797951,0.18836081670909116,-0.05479840544231932,0.05485677708794439,0.17486004367143623,0.30198417630800445
0.18867844512945017,-0.05229473826946758,0.05236607839992255,0.17522232254562636,0.30210587888558293,0.18853209056749046,-0.054910617539911735,0.05497024096767651,0.1750490051143242,0.3017786547558255
0.18885913477618826,-0.05217011705502062,0.05224360068020166,0.1754231771546064,0.30192222069137076,0.18870336442588975,-0.05502282963750414,0.055083704847408634,0.17523796655721213,0.3015731332036466
0.18903982442292636,-0.05204549584057366,0.05212112296048076,0.17562403176358646,0.3017385624971586,0.18887463828428905,-0.055135041735096556,0.05519716872714076,0.1754269280001001,0.30136761165146764
0.18922051406966445,-0.051920874626126705,0.051998645240759866,0.1758248863725665,0.3015549043029464,0.18904591214268834,-0.05524725383268896,0.055310632606872884,0.17561588944298803,0.30116209009928874
0.18940120371640254,-0.051796253411679746,0.05187616752103897,0.17602574098154652,0.3013712461087342,0.18921718600108767,-0.055359465930281376,0.055424096486605005,0.175804850885876,0.3009565685471098
0.18958189336314063,-0.05167163219723279,0.05175368980131808,0.17622659559052656,0.30118758791452205,0.18938845985948696,-0.05547167802787378,0.05553756036633713,0.17599381232876396,0.3007510469949309
0.18976258300987875,-0.05154701098278583,0.05163121208159718,0.1764274501995066,0.30100392972030987,0.18955973371788626,-0.0555838901254662,0.05565102424606925,0.1761827737716519,0.300545525442752
0.18994327265661684,-0.05142238976833887,0.051508734361876286,0.17662830480848662,0.3008202715260977,0.18973100757628555,-0.055696102223058604,0.05576448812580137,0.17637173521453986,0.300340003890573
0.19012396230335493,-0.05129776855389192,0.051386256642155397,0.17682915941746666,0.3006366133318855,0.18990228143468485,-0.05580831432065102,0.05587795200553349,0.1765606966574278,0.3001344823383941
0.19030792011878653,-0.051111386063927455,0.05120218276919466,0.17699300867035483,0.3004833304486959,0.19007203642952544,-0.05598349163532305,0.05605403042768315,0.17670633065845065,0.2999478799110051
0.190493960453863,-0.05088564848503685,0.05097885902537307,0.1771332776285108,0.3003494031091934,0.19024082358473002,-0.0561987912061606,0.05627000765153767,0.1768243558493695,0.29977333299626974
0.19068000078893949,-0.050659910906146244,0.050755535281551495,0.17727354658666677,0.3002154757696909,0.19040961073993456,-0.05641409077699815,0.056485984875392185,0.17694238104028837,0.29959878608153445
0.19086604112401598,-0.05043417332725564,0.05053221153772991,0.17741381554482274,0.30008154843018836,0.1905783978951391,-0.056629390347835706,0.0567019620992467,0.17706040623120722,0.2994242391667991
0.19105208145909244,-0.05020843574836503,0.05030888779390833,0.17755408450297872,0.29994762109068585,0.19074718505034366,-0.056844689918673266,0.05691793932310122,0.17717843142212608,0.29924969225206377
0.19123812179416894,-0.04998269816947443,0.050085564050086746,0.17769435346113469,0.29981369375118333,0.1909159722055482,-0.05705998948951082,0.05713391654695573,0.17729645661304494,0.2990751453373285
0.19142416212924543,-0.04975696059058382,0.04986224030626517,0.17783462241929066,0.2996797664116808,0.19108475936075275,-0.05727528906034837,0.05734989377081025,0.1774144818039638,0.29890059842259314
0.1916102024643219,-0.049531223011693215,0.04963891656244358,0.17797489137744663,0.29954583907217835,0.1912535465159573,-0.057490588631185925,0.057565870994664765,0.17753250699488266,0.2987260515078578
0.1917962427993984,-0.04930548543280261,0.049415592818622005,0.1781151603356026,0.29941191173267584,0.19142233367116185,-0.05770588820202348,0.05778184821851928,0.1776505321858015,0.2985515045931225
0.19198228313447488,-0.049079747853912004,0.04919226907480043,0.17825542929375857,0.2992779843931733,0.1915911208263664,-0.05792118777286104,0.0579978254423738,0.17776855737672037,0.2983769576783872
0.19216583996011957,-0.04887363645475255,0.04898833130267338,0.17836453835251023,0.2991619222091174,0.19175884233181292,-0.058117891605561925,0.05819522920608492,0.1778571406003096,0.29822362034607475
0.19234747562220247,-0.04868270724128313,0.04879938989897258,0.17844954310847252,0.2990596799386202,0.19192573948464836,-0.058300210369273256,0.058378265134350425,0.17792294845848378,0.2980866900691936
0.19252911128428538,-0.0484917780278137,0.04861044849527179,0.17853454786443482,0.298957437668123,0.1920926366374838,-0.05848252913298459,0.05856130106261593,0.17798875631665795,0.2979497597923125
0.19271074694636828,-0.04830084881434428,0.048421507091570996,0.17861955262039708,0.2988551953976258,0.19225953379031924,-0.05866484789669592,0.058744336990881434,0.17805456417483212,0.2978128295154313
0.19289238260845118,-0.04810991960087486,0.0482325656878702,0.17870455737635937,0.2987529531271286,0.19242643094315465,-0.05884716666040725,0.05892737291914694,0.1781203720330063,0.29767589923855015
0.19307401827053408,-0.047918990387405436,0.0480436242841694,0.17878956213232167,0.2986507108566314,0.19259332809599009,-0.05902948542411858,0.05911040884741244,0.1781861798911805,0.297538968961669
0.193255653932617,-0.047728061173936014,0.04785468288046861,0.17887456688828396,0.2985484685861342,0.19276022524882552,-0.05921180418782991,0.059293444775677946,0.17825198774935466,0.2974020386847878
0.1934372895946999,-0.04753713196046659,0.04766574147676782,0.17895957164424625,0.298446226315637,0.19292712240166096,-0.05939412295154124,0.05947648070394345,0.17831779560752883,0.2972651084079067
0.19361892525678281,-0.04734620274699717,0.047476800073067024,0.17904457640020852,0.2983439840451398,0.1930940195544964,-0.05957644171525257,0.059659516632208955,0.178383603465703,0.29712817813102554
0.19380056091886572,-0.04715527353352775,0.04728785866936623,0.1791295811561708,0.2982417417746426,0.19326091670733184,-0.059758760478963904,0.05984255256047445,0.17844941132387718,0.2969912478541444
